TotalPortfolioValue,PortfolioReturnPercent,AbsoluteReturn,AnnualizedReturn,CAGR,DiversificationScore,AverageHoldingPeriodDays,ExpenseRatioImpact,SharpeRatioSimplified
141333.8,1.4329995385292302,1996.7000000000116,58.11609239590767,0.7807529220986134,10.0,196.59183673469389,1.12714556998818,-14.35896515909593
